ZIPCODE,city,state,LATITUDE,LONGITUDE
93255,Onyx,CA,35.6668,-118.017
93256,Pixley,CA,35.9571,-119.3129
93257,Porterville,CA,36.0551,-119.016
93258,Porterville,CA,36.0331,-119.0073
93260,Posey,CA,35.8463,-118.633
93261,Richgrove,CA,35.8016,-119.117
93262,Sequoia National Park,CA,36.5963,-118.7343
93263,Shafter,CA,35.4905,-119.265
93265,Springville,CA,36.1509,-118.762
93266,Stratford,CA,36.1774,-119.8204
93267,Strathmore,CA,36.1419,-119.0941
93268,Taft,CA,35.1628,-119.4303
93270,Terra Bella,CA,35.949,-119.0374
93271,Three Rivers,CA,36.4316,-118.863
93272,Tipton,CA,36.0594,-119.3203
93274,Tulare,CA,36.2015,-119.3499
93275,Tulare,CA,36.267,-118.7769
93276,Tupman,CA,35.3055,-119.3893
93277,Visalia,CA,36.311,-119.3264
93278,Visalia,CA,36.1266,-118.8194
93279,Visalia,CA,36.3936,-119.119
93280,Wasco,CA,35.605,-119.3714
93282,Waukena,CA,36.1276,-119.522
93283,Weldon,CA,35.6141,-118.2782
93285,Wofford Heights,CA,35.7141,-118.4842
93286,Woodlake,CA,36.4311,-119.1064
93287,Woody,CA,35.7029,-118.8844
93291,Visalia,CA,36.351,-119.3366
93292,Visalia,CA,36.3589,-119.2403
93301,Bakersfield,CA,35.3814,-119.0194
93302,Bakersfield,CA,35.2944,-118.9052
93303,Bakersfield,CA,35.2944,-118.9052
93304,Bakersfield,CA,35.3442,-119.0223
93305,Bakersfield,CA,35.3871,-118.9865
93306,Bakersfield,CA,35.3964,-118.9227
93307,Bakersfield,CA,35.3248,-118.9633
93308,Bakersfield,CA,35.4875,-119.009
93309,Bakersfield,CA,35.3408,-119.065
93311,Bakersfield,CA,35.2005,-119.174
93312,Bakersfield,CA,35.3907,-119.1858
93313,Bakersfield,CA,35.1977,-119.057
93325,Lake of the Woods,CA,34.8192,-119.0004
93380,Bakersfield,CA,35.2944,-118.9052
93381,Bakersfield,CA,35.2944,-118.9052
93382,Bakersfield,CA,35.2944,-118.9052
93383,Bakersfield,CA,35.2944,-118.9052
93384,Bakersfield,CA,35.2944,-118.9052
93385,Bakersfield,CA,35.2944,-118.9052
93386,Bakersfield,CA,35.2944,-118.9052
93387,Bakersfield,CA,35.2944,-118.9052
93388,Bakersfield,CA,35.2944,-118.9052
93389,Bakersfield,CA,35.2944,-118.9052
93390,Bakersfield,CA,35.2944,-118.9052
93401,San Luis Obispo,CA,35.2625,-120.652
93402,Los Osos,CA,35.3132,-120.8347
93403,San Luis Obispo,CA,35.3471,-120.4553
93405,San Luis Obispo,CA,35.2772,-120.7031
93406,San Luis Obispo,CA,35.3471,-120.4553
93407,San Luis Obispo,CA,35.3471,-120.4553
93408,San Luis Obispo,CA,35.3471,-120.4553
93409,San Luis Obispo,CA,35.2211,-120.6364
93410,San Luis Obispo,CA,35.3471,-120.4553
93412,Los Osos,CA,35.3471,-120.4553
93420,Arroyo Grande,CA,35.1197,-120.5512
93421,Arroyo Grande,CA,35.3471,-120.4553
93422,Atascadero,CA,35.4749,-120.676
93423,Atascadero,CA,35.4282,-120.7695
93424,Avila Beach,CA,35.1855,-120.7258
93426,Bradley,CA,35.8349,-120.9809
93427,Buellton,CA,34.613,-120.2051
93428,Cambria,CA,35.5632,-121.0774
93429,Casmalia,CA,34.8423,-120.5318
93430,Cayucos,CA,35.4593,-120.8895
93432,Creston,CA,35.4952,-120.4839
93433,Grover Beach,CA,35.1209,-120.6195
93434,Guadalupe,CA,34.9589,-120.5801
93435,Harmony,CA,35.5083,-121.0355
93436,Lompoc,CA,34.6397,-120.4471
93437,Lompoc,CA,34.7349,-120.5347
93438,Lompoc,CA,34.2628,-119.8486
93440,Los Alamos,CA,34.7547,-120.2703
93441,Los Olivos,CA,34.71,-120.092
93442,Morro Bay,CA,35.373,-120.8384
93443,Morro Bay,CA,35.3471,-120.4553
93444,Nipomo,CA,35.0324,-120.4945
93445,Oceano,CA,35.0976,-120.6133
93446,Paso Robles,CA,35.6406,-120.7042
93447,Paso Robles,CA,35.6648,-120.6454
93448,Pismo Beach,CA,35.3471,-120.4553
93449,Pismo Beach,CA,35.1509,-120.654
93450,San Ardo,CA,35.964,-120.8734
93451,San Miguel,CA,35.8181,-120.6365
93452,San Simeon,CA,35.6644,-121.2197
93453,Santa Margarita,CA,35.3231,-120.083
93454,Santa Maria,CA,34.9008,-120.3488
93455,Santa Maria,CA,34.8746,-120.4281
93456,Santa Maria,CA,35.0277,-120.1968
93457,Santa Maria,CA,34.8363,-120.5342
93458,Santa Maria,CA,34.9563,-120.4524
93460,Santa Ynez,CA,34.6269,-120.0661
93461,Shandon,CA,35.6362,-120.2719
93463,Solvang,CA,34.6089,-120.1384
93464,Solvang,CA,34.6744,-120.1115
93465,Templeton,CA,35.5446,-120.7243
93483,Grover Beach,CA,35.3471,-120.4553
93492,Morro Bay,CA,35.3729,-120.8594
93501,Mojave,CA,35.0454,-118.1614
93502,Mojave,CA,35.0682,-118.2248
93504,California City,CA,35.1871,-117.8854
93505,California City,CA,35.1393,-117.9147
93510,Acton,CA,34.4972,-118.1895
93512,Benton,CA,37.5838,-118.2362
93513,Big Pine,CA,37.1363,-118.2734
93514,Bishop,CA,37.2822,-118.3872
93515,Bishop,CA,36.626,-117.2186
93516,Boron,CA,35.0307,-117.6726
93517,Bridgeport,CA,38.2105,-119.3197
93518,Caliente,CA,35.3816,-118.5475
93519,Cantil,CA,35.1774,-118.035
93522,Darwin,CA,36.2697,-117.59
93523,Edwards,CA,35.0444,-117.8578
93524,Edwards,CA,35.2944,-118.9052
93526,Independence,CA,36.8517,-118.2074
93527,Inyokern,CA,35.7344,-117.8931
93528,Johannesburg,CA,35.3662,-117.6362
93529,June Lake,CA,37.7652,-119.0777
93530,Keeler,CA,36.4958,-117.8829
93531,Keene,CA,35.2413,-118.5934
93532,Lake Hughes,CA,34.6767,-118.4559
93534,Lancaster,CA,34.6987,-118.1502
93535,Lancaster,CA,34.6919,-117.9776
93536,Lancaster,CA,34.7289,-118.3268
93539,Lancaster,CA,33.7866,-118.2987
93540,Lake Isabella,CA,35.6035,-118.4764
93541,Lee Vining,CA,37.9732,-119.1203
93542,Little Lake,CA,36.626,-117.2186
93543,Littlerock,CA,34.5333,-117.949
93544,Llano,CA,34.4934,-117.7744
93545,Lone Pine,CA,36.5895,-118.0737
93546,Mammoth Lakes,CA,37.6216,-118.8628
93549,Olancha,CA,36.2285,-117.9708
93550,Palmdale,CA,34.5655,-118.0855
93551,Palmdale,CA,34.6061,-118.185
93552,Palmdale,CA,34.5612,-118.0375
93553,Pearblossom,CA,34.4876,-117.8989
93554,Randsburg,CA,35.4091,-117.6997
93555,Ridgecrest,CA,35.5992,-117.6807
93556,Ridgecrest,CA,35.2944,-118.9052
93558,Red Mountain,CA,34.84,-115.9671
93560,Rosamond,CA,34.8892,-118.3363
93561,Tehachapi,CA,35.1327,-118.5078
93562,Trona,CA,35.7644,-117.382
93563,Valyermo,CA,34.3943,-117.6948
93564,Rosamond,CA,34.9002,-118.2467
93581,Tehachapi,CA,35.2944,-118.9052
93584,Lancaster,CA,33.7866,-118.2987
93586,Lancaster,CA,33.7866,-118.2987
93590,Palmdale,CA,33.7866,-118.2987
93591,Palmdale,CA,34.5967,-117.8447
93592,Trona,CA,34.84,-115.9671
93596,Boron,CA,35.2944,-118.9052
93599,Palmdale,CA,33.7866,-118.2987
93601,Ahwahnee,CA,37.3887,-119.7244
93602,Auberry,CA,37.0773,-119.4298
93603,Badger,CA,36.6781,-118.9601
93604,Bass Lake,CA,37.3646,-119.5126
93605,Big Creek,CA,37.1915,-119.2637
93606,Biola,CA,36.8025,-120.019
93607,Burrel,CA,36.5898,-119.8994
93608,Cantua Creek,CA,36.5235,-120.3843
93609,Caruthers,CA,36.5346,-119.8359
93610,Chowchilla,CA,37.1004,-120.2786
93611,Clovis,CA,36.8401,-119.6611
93612,Clovis,CA,36.8135,-119.7083
93613,Clovis,CA,37.0365,-119.5117
93614,Coarsegold,CA,37.2065,-119.7207
93615,Cutler,CA,36.506,-119.2866
93616,Del Rey,CA,36.6573,-119.5931
93618,Dinuba,CA,36.538,-119.3889
93620,Dos Palos,CA,37.0296,-120.6401
93621,Dunlap,CA,36.775,-119.1378
93622,Firebaugh,CA,36.8,-120.58
93623,Fish Camp,CA,37.4632,-119.645
93624,Five Points,CA,36.4026,-120.1286
93625,Fowler,CA,36.6265,-119.6753
93626,Friant,CA,37.0245,-119.685
93627,Helm,CA,36.5237,-120.1067
93628,Hume,CA,36.7802,-118.9152
93630,Kerman,CA,36.7226,-120.1008
93631,Kingsburg,CA,36.5061,-119.5459
93633,Kings Canyon National Pk,CA,36.7341,-118.9588
93634,Lakeshore,CA,37.2372,-119.233
93635,Los Banos,CA,37.0484,-120.8698
93637,Madera,CA,36.9148,-120.1582
93638,Madera,CA,36.9915,-119.9873
93639,Madera,CA,37.1606,-119.945
93640,Mendota,CA,36.7019,-120.428
93641,Miramonte,CA,36.6973,-119.0186
93642,Mono Hot Springs,CA,36.7464,-119.6397
93643,North Fork,CA,37.232,-119.5201
93644,Oakhurst,CA,37.4057,-119.5675
93645,O Neals,CA,37.1463,-119.6738
93646,Orange Cove,CA,36.6237,-119.3089
93647,Orosi,CA,36.5653,-119.2427
93648,Parlier,CA,36.6137,-119.5287
93649,Piedra,CA,36.8417,-119.3496
93650,Fresno,CA,36.8415,-119.7983
93651,Prather,CA,37.0049,-119.5075
93652,Raisin,CA,36.6003,-119.9027
93653,Raymond,CA,37.2363,-119.925
93654,Reedley,CA,36.6087,-119.4376
93656,Riverdale,CA,36.4519,-119.9365
93657,Sanger,CA,36.7285,-119.5357
93660,San Joaquin,CA,36.6002,-120.1534
93661,Santa Rita Park,CA,37.1869,-120.6504
93662,Selma,CA,36.5668,-119.622
93664,Shaver Lake,CA,37.104,-119.2644
93665,South Dos Palos,CA,36.9612,-120.6544
93666,Sultana,CA,36.5457,-119.3391
93667,Tollhouse,CA,36.981,-119.3825
93668,Tranquillity,CA,36.6417,-120.2891
93669,Wishon,CA,37.2845,-119.5347
93670,Yettem,CA,36.4718,-119.2594
93673,Traver,CA,36.4555,-119.485
93675,Squaw Valley,CA,36.7132,-119.1833
93688,Tranquillity,CA,36.6485,-120.2488
93701,Fresno,CA,36.7494,-119.7887
93702,Fresno,CA,36.7412,-119.7553
93703,Fresno,CA,36.7673,-119.765
93704,Fresno,CA,36.7947,-119.801
93705,Fresno,CA,36.7869,-119.8275
93706,Fresno,CA,36.691,-119.8332
93707,Fresno,CA,36.7464,-119.6397
93708,Fresno,CA,36.7464,-119.6397
93709,Fresno,CA,36.7464,-119.6397
93710,Fresno,CA,36.8256,-119.7636
93711,Fresno,CA,36.8317,-119.832
93712,Fresno,CA,36.7464,-119.6397
93714,Fresno,CA,36.7464,-119.6397
93715,Fresno,CA,36.7464,-119.6397
93716,Fresno,CA,36.7464,-119.6397
93717,Fresno,CA,36.7464,-119.6397
93718,Fresno,CA,36.7464,-119.6397
93720,Fresno,CA,36.8656,-119.7592
93721,Fresno,CA,36.7332,-119.7847
93722,Fresno,CA,36.8016,-119.8888
93724,Fresno,CA,36.7464,-119.6397
93725,Fresno,CA,36.6586,-119.741
93726,Fresno,CA,36.7952,-119.7629
93727,Fresno,CA,36.7532,-119.697
93728,Fresno,CA,36.7586,-119.8102
93729,Fresno,CA,36.7464,-119.6397
93740,Fresno,CA,36.7464,-119.6397
93741,Fresno,CA,36.7464,-119.6397
93744,Fresno,CA,36.7464,-119.6397
93745,Fresno,CA,36.7464,-119.6397
93747,Fresno,CA,36.7464,-119.6397
93750,Fresno,CA,36.7464,-119.6397
93755,Fresno,CA,36.7464,-119.6397
93759,Fresno,CA,36.7464,-119.6397
93760,Fresno,CA,36.7464,-119.6397
93761,Fresno,CA,36.7464,-119.6397
93762,Fresno,CA,36.7464,-119.6397
93764,Fresno,CA,36.7464,-119.6397
93765,Fresno,CA,36.7464,-119.6397
93771,Fresno,CA,36.7464,-119.6397
93772,Fresno,CA,36.7464,-119.6397
93773,Fresno,CA,36.7464,-119.6397
93774,Fresno,CA,36.7464,-119.6397
93775,Fresno,CA,36.7464,-119.6397
93776,Fresno,CA,36.7464,-119.6397
93777,Fresno,CA,36.7464,-119.6397
93778,Fresno,CA,36.7464,-119.6397
93779,Fresno,CA,36.7464,-119.6397
93780,Fresno,CA,36.7464,-119.6397
93782,Fresno,CA,36.7464,-119.6397
93784,Fresno,CA,36.7464,-119.6397
93786,Fresno,CA,36.7464,-119.6397
93790,Fresno,CA,36.7464,-119.6397
93791,Fresno,CA,36.7464,-119.6397
93792,Fresno,CA,36.7464,-119.6397
93793,Fresno,CA,36.7464,-119.6397
93794,Fresno,CA,36.7464,-119.6397
93825,Wofford Heights,CA,35.7174,-118.4668
93844,Fresno,CA,36.7464,-119.6397
93888,Fresno,CA,36.7464,-119.6397
93901,Salinas,CA,36.6659,-121.655
93902,Salinas,CA,36.3543,-121.1329
93905,Salinas,CA,36.6812,-121.6154
93906,Salinas,CA,36.7097,-121.64
93907,Salinas,CA,36.7541,-121.6647
93908,Salinas,CA,36.62,-121.6515
93912,Salinas,CA,36.3543,-121.1329
93915,Salinas,CA,36.3543,-121.1329
93920,Big Sur,CA,36.1334,-121.638
93921,Carmel,CA,36.5552,-121.9212
93922,Carmel,CA,36.5433,-121.9263
93923,Carmel,CA,36.5173,-121.8944
93924,Carmel Valley,CA,36.4475,-121.6861
93925,Chualar,CA,36.5813,-121.466
93926,Gonzales,CA,36.5182,-121.4256
93927,Greenfield,CA,36.3008,-121.2904
93928,Jolon,CA,36.0154,-121.2484
93930,King City,CA,36.2111,-121.0599
93932,Lockwood,CA,35.9873,-121.0479
93933,Marina,CA,36.6782,-121.7972
93940,Monterey,CA,36.5862,-121.8867
93942,Monterey,CA,36.3543,-121.1329
93943,Monterey,CA,36.3543,-121.1329
93944,Monterey,CA,36.6062,-121.9089
93950,Pacific Grove,CA,36.6191,-121.921
93953,Pebble Beach,CA,36.5908,-121.9461
93954,San Lucas,CA,36.1264,-120.9178
93955,Seaside,CA,36.6158,-121.8346
93960,Soledad,CA,36.4118,-121.3262
93962,Spreckels,CA,36.6246,-121.6466
94002,Belmont,CA,37.5167,-122.2903
94003,Belmont,CA,37.3811,-122.3348
94005,Brisbane,CA,37.6829,-122.4042
94010,Burlingame,CA,37.5749,-122.3633
94011,Burlingame,CA,37.3811,-122.3348
94012,Burlingame,CA,37.3811,-122.3348
94014,Daly City,CA,37.6992,-122.4504
94015,Daly City,CA,37.6826,-122.4821
94016,Daly City,CA,37.3811,-122.3348
94017,Daly City,CA,37.3811,-122.3348
94018,El Granada,CA,37.5101,-122.4734
94019,Half Moon Bay,CA,37.4758,-122.4432
94020,La Honda,CA,37.2884,-122.2246
94021,Loma Mar,CA,37.2718,-122.2767
94022,Los Altos,CA,37.3771,-122.1241
94023,Los Altos,CA,37.1894,-121.7053
94024,Los Altos,CA,37.3537,-122.0872
94025,Menlo Park,CA,37.4517,-122.1839
94026,Menlo Park,CA,37.3811,-122.3348
94027,Atherton,CA,37.4586,-122.2001
94028,Portola Valley,CA,37.3744,-122.213
94029,Menlo Park,CA,37.3811,-122.3348
94030,Millbrae,CA,37.6007,-122.4014
94031,Millbrae,CA,37.3811,-122.3348
94035,Mountain View,CA,37.1894,-121.7053
94037,Montara,CA,37.5398,-122.5082
94038,Moss Beach,CA,37.5249,-122.5099
94039,Mountain View,CA,37.1894,-121.7053
94040,Mountain View,CA,37.3802,-122.0879
94041,Mountain View,CA,37.3895,-122.0785
94042,Mountain View,CA,37.1894,-121.7053
94043,Mountain View,CA,37.4068,-122.0746
94044,Pacifica,CA,37.6138,-122.4823
94045,Pacifica,CA,37.3811,-122.3348
94059,Redwood City,CA,37.3811,-122.3348
94060,Pescadero,CA,37.2031,-122.3372
94061,Redwood City,CA,37.4639,-122.234
94062,Redwood City,CA,37.4449,-122.2625
94063,Redwood City,CA,37.4835,-122.2144
94064,Redwood City,CA,37.3811,-122.3348
94065,Redwood City,CA,37.5335,-122.246
94066,San Bruno,CA,37.6259,-122.4236
94067,San Bruno,CA,37.3811,-122.3348
94070,San Carlos,CA,37.4992,-122.2666
94071,San Carlos,CA,37.3811,-122.3348
94074,San Gregorio,CA,37.3173,-122.3653
94080,South San Francisco,CA,37.6529,-122.4301
94083,South San Francisco,CA,37.3811,-122.3348
94085,Sunnyvale,CA,37.3889,-122.018
94086,Sunnyvale,CA,37.3783,-122.024
94087,Sunnyvale,CA,37.3501,-122.036
94088,Sunnyvale,CA,37.1894,-121.7053
94089,Sunnyvale,CA,37.4063,-122.0084
94090,Sunnyvale,CA,37.1894,-121.7053
94096,San Bruno,CA,37.3811,-122.3348
94098,San Bruno,CA,37.3811,-122.3348
94099,South San Francisco,CA,37.3811,-122.3348
94101,San Francisco,CA,37.7848,-122.7278
94102,San Francisco,CA,37.7793,-122.4192
94103,San Francisco,CA,37.7723,-122.4109
94104,San Francisco,CA,37.7917,-122.4019
94105,San Francisco,CA,37.7892,-122.3957
94106,San Francisco,CA,37.7848,-122.7278
94107,San Francisco,CA,37.7665,-122.3958
94108,San Francisco,CA,37.7927,-122.4079
94109,San Francisco,CA,37.7928,-122.4219
94110,San Francisco,CA,37.7487,-122.4155
94111,San Francisco,CA,37.7982,-122.4003
94112,San Francisco,CA,37.7209,-122.4424
94114,San Francisco,CA,37.7584,-122.4351
94115,San Francisco,CA,37.7861,-122.4374
94116,San Francisco,CA,37.7434,-122.4858
94117,San Francisco,CA,37.7709,-122.4428
94118,San Francisco,CA,37.782,-122.4616
94119,San Francisco,CA,37.7848,-122.7278
94120,San Francisco,CA,37.7848,-122.7278
94121,San Francisco,CA,37.7787,-122.4927
94122,San Francisco,CA,37.7584,-122.4848
94123,San Francisco,CA,37.801,-122.4384
94124,San Francisco,CA,37.7328,-122.3935
94125,San Francisco,CA,37.7848,-122.7278
94126,San Francisco,CA,37.7848,-122.7278
94127,San Francisco,CA,37.735,-122.4597
94128,San Francisco,CA,37.622,-122.3953
94129,San Francisco,CA,37.7998,-122.4617
94130,San Francisco,CA,37.8194,-122.3697
94131,San Francisco,CA,37.7418,-122.4378
94132,San Francisco,CA,37.7242,-122.4796
94133,San Francisco,CA,37.8019,-122.4102
94134,San Francisco,CA,37.7196,-122.4109
94135,San Francisco,CA,37.7848,-122.7278
94136,San Francisco,CA,37.7848,-122.7278
94137,San Francisco,CA,37.7848,-122.7278
94138,San Francisco,CA,37.7848,-122.7278
94139,San Francisco,CA,37.7848,-122.7278
94140,San Francisco,CA,37.7848,-122.7278
94141,San Francisco,CA,37.7848,-122.7278
94142,San Francisco,CA,37.7848,-122.7278
94143,San Francisco,CA,37.7631,-122.4586
94144,San Francisco,CA,37.7848,-122.7278
94145,San Francisco,CA,37.7848,-122.7278
94146,San Francisco,CA,37.7848,-122.7278
94147,San Francisco,CA,37.7848,-122.7278
94150,San Francisco,CA,37.7848,-122.7278
94151,San Francisco,CA,37.7848,-122.7278
94152,San Francisco,CA,37.7848,-122.7278
94153,San Francisco,CA,37.7848,-122.7278
94154,San Francisco,CA,37.7848,-122.7278
94155,San Francisco,CA,37.7848,-122.7278
94156,San Francisco,CA,37.7848,-122.7278
94157,San Francisco,CA,37.7848,-122.7278
94159,San Francisco,CA,37.7848,-122.7278
94160,San Francisco,CA,37.7848,-122.7278
94161,San Francisco,CA,37.7848,-122.7278
94162,San Francisco,CA,37.7848,-122.7278
94163,San Francisco,CA,37.7848,-122.7278
94164,San Francisco,CA,37.7848,-122.7278
94165,San Francisco,CA,37.7848,-122.7278
94166,San Francisco,CA,37.7848,-122.7278
94167,San Francisco,CA,37.7848,-122.7278
94168,San Francisco,CA,37.7848,-122.7278
94169,San Francisco,CA,37.7848,-122.7278
94170,San Francisco,CA,37.7848,-122.7278
94171,San Francisco,CA,37.7848,-122.7278
94172,San Francisco,CA,37.7848,-122.7278
94175,San Francisco,CA,37.7848,-122.7278
94177,San Francisco,CA,37.7848,-122.7278
94188,San Francisco,CA,37.7848,-122.7278
94203,Sacramento,CA,38.3805,-121.5554
94204,Sacramento,CA,38.3774,-121.4444
94205,Sacramento,CA,38.3774,-121.4444
94206,Sacramento,CA,38.3774,-121.4444
94207,Sacramento,CA,38.3774,-121.4444
94208,Sacramento,CA,38.3774,-121.4444
94209,Sacramento,CA,38.3774,-121.4444
94211,Sacramento,CA,38.3774,-121.4444
94229,Sacramento,CA,38.3774,-121.4444
94230,Sacramento,CA,38.3774,-121.4444
94232,Sacramento,CA,38.3774,-121.4444
94234,Sacramento,CA,38.3774,-121.4444
94235,Sacramento,CA,38.3774,-121.4444
94236,Sacramento,CA,38.3774,-121.4444
94237,Sacramento,CA,38.3774,-121.4444
94239,Sacramento,CA,38.3774,-121.4444
94240,Sacramento,CA,38.3774,-121.4444
94243,Sacramento,CA,38.3774,-121.4444
94244,Sacramento,CA,38.3774,-121.4444
94245,Sacramento,CA,38.3774,-121.4444
94246,Sacramento,CA,38.3774,-121.4444
94247,Sacramento,CA,38.3774,-121.4444
94248,Sacramento,CA,38.3774,-121.4444
94249,Sacramento,CA,38.3774,-121.4444
94250,Sacramento,CA,38.3774,-121.4444
94252,Sacramento,CA,38.3774,-121.4444
94253,Sacramento,CA,38.3774,-121.4444
94254,Sacramento,CA,38.3774,-121.4444
94256,Sacramento,CA,38.3774,-121.4444
94257,Sacramento,CA,38.3774,-121.4444
94258,Sacramento,CA,38.3774,-121.4444
94259,Sacramento,CA,38.3774,-121.4444
94261,Sacramento,CA,38.3774,-121.4444
94262,Sacramento,CA,38.3774,-121.4444
94263,Sacramento,CA,38.3774,-121.4444
94267,Sacramento,CA,38.3774,-121.4444
94268,Sacramento,CA,38.3774,-121.4444
94269,Sacramento,CA,38.3774,-121.4444
94271,Sacramento,CA,38.3774,-121.4444
94273,Sacramento,CA,38.3774,-121.4444
94274,Sacramento,CA,38.3774,-121.4444
94277,Sacramento,CA,38.3774,-121.4444
94278,Sacramento,CA,38.3774,-121.4444
94279,Sacramento,CA,38.3774,-121.4444
94280,Sacramento,CA,38.3774,-121.4444
94282,Sacramento,CA,38.3774,-121.4444
94283,Sacramento,CA,38.3774,-121.4444
94284,Sacramento,CA,38.3774,-121.4444
94285,Sacramento,CA,38.3774,-121.4444
94286,Sacramento,CA,38.3774,-121.4444
94287,Sacramento,CA,38.3774,-121.4444
94288,Sacramento,CA,38.3774,-121.4444
94289,Sacramento,CA,38.3774,-121.4444
94290,Sacramento,CA,38.3774,-121.4444
94291,Sacramento,CA,38.3774,-121.4444
94293,Sacramento,CA,38.3774,-121.4444
94294,Sacramento,CA,38.3774,-121.4444
94295,Sacramento,CA,38.3774,-121.4444
94296,Sacramento,CA,38.3774,-121.4444
94297,Sacramento,CA,38.3774,-121.4444
94298,Sacramento,CA,38.3774,-121.4444
94299,Sacramento,CA,38.3774,-121.4444
94301,Palo Alto,CA,37.4437,-122.1507
94302,Palo Alto,CA,37.1894,-121.7053
94303,Palo Alto,CA,37.4499,-122.1275
94304,Palo Alto,CA,37.3978,-122.1661
94305,Stanford,CA,37.427,-122.165
94306,Palo Alto,CA,37.4194,-122.1327
94307,Palo Alto,CA,37.3811,-122.3348
94308,Palo Alto,CA,37.3811,-122.3348
94309,Palo Alto,CA,37.1894,-121.7053
94310,Palo Alto,CA,37.1894,-121.7053
94401,San Mateo,CA,37.5704,-122.3204
94402,San Mateo,CA,37.5516,-122.3277
94403,San Mateo,CA,37.5397,-122.3027
94404,San Mateo,CA,37.5543,-122.2703
94405,San Mateo,CA,37.3811,-122.3348
94406,San Mateo,CA,37.3811,-122.3348
94407,San Mateo,CA,37.3811,-122.3348
94408,San Mateo,CA,37.3811,-122.3348
94409,San Mateo,CA,37.3811,-122.3348
94420,Foster City,CA,37.5624,-122.2511
94497,San Mateo,CA,37.5347,-122.3259
94501,Alameda,CA,37.7695,-122.2594
94502,Alameda,CA,37.7344,-122.2395
94503,American Canyon,CA,38.1704,-122.2561
94506,Danville,CA,37.8041,-121.912
94507,Alamo,CA,37.8567,-122.0249
94508,Angwin,CA,38.5683,-122.4508
94509,Antioch,CA,37.9916,-121.8021
94510,Benicia,CA,38.0718,-122.1552
94511,Bethel Island,CA,38.0404,-121.6385
94512,Birds Landing,CA,38.1599,-121.842
94513,Brentwood,CA,37.9321,-121.7038
94514,Byron,CA,37.8477,-121.6081
94515,Calistoga,CA,38.5979,-122.6095
94516,Canyon,CA,37.7772,-121.9554
94517,Clayton,CA,37.9235,-121.9117
94518,Concord,CA,37.9541,-122.0251
94519,Concord,CA,37.9843,-122.0144
94520,Concord,CA,37.9863,-122.0399
94521,Concord,CA,37.9578,-121.9771
94522,Concord,CA,37.7772,-121.9554
94523,Pleasant Hill,CA,37.9517,-122.0732
94524,Concord,CA,37.7772,-121.9554
94525,Crockett,CA,38.0528,-122.2234
94526,Danville,CA,37.8117,-121.9865
94527,Concord,CA,37.9535,-121.9578
94528,Diablo,CA,37.8387,-121.9667
94529,Concord,CA,37.7772,-121.9554
94530,El Cerrito,CA,37.9178,-122.3043
94531,Antioch,CA,37.9209,-121.7239
94533,Fairfield,CA,38.2696,-122.037
94534,Fairfield,CA,38.2458,-122.1019
94535,Travis AFB,CA,38.2777,-121.9192
94536,Fremont,CA,37.5622,-121.9943
94537,Fremont,CA,37.6802,-121.9215
94538,Fremont,CA,37.5272,-121.9679
94539,Fremont,CA,37.515,-121.9292
94540,Hayward,CA,37.6802,-121.9215
94541,Hayward,CA,37.6744,-122.0888
94542,Hayward,CA,37.6574,-122.0508
94543,Hayward,CA,37.6802,-121.9215
94544,Hayward,CA,37.6337,-122.061
94545,Hayward,CA,37.6356,-122.1042
94546,Castro Valley,CA,37.7021,-122.0793
94547,Hercules,CA,38.0051,-122.2578
94548,Knightsen,CA,37.9726,-121.6652
94549,Lafayette,CA,37.8957,-122.1179
94550,Livermore,CA,37.6578,-121.7301
94551,Livermore,CA,37.6802,-121.9215
94552,Castro Valley,CA,37.6977,-122.025
94553,Martinez,CA,37.9989,-122.115
94555,Fremont,CA,37.5716,-122.0509
94556,Moraga,CA,37.8394,-122.1243
94557,Hayward,CA,37.6802,-121.9215
94558,Napa,CA,38.3372,-122.3003
94559,Napa,CA,38.2912,-122.2867
94560,Newark,CA,37.5356,-122.0336
94561,Oakley,CA,37.9921,-121.7133
94562,Oakville,CA,38.4379,-122.3991
94563,Orinda,CA,37.8786,-122.183
94564,Pinole,CA,37.9975,-122.2921
94565,Pittsburg,CA,38.0179,-121.905
94566,Pleasanton,CA,37.6589,-121.8715
94567,Pope Valley,CA,38.6582,-122.4044
94568,Dublin,CA,37.7142,-121.9257
94569,Port Costa,CA,38.0434,-122.1899
94570,Moraga,CA,37.7772,-121.9554
94571,Rio Vista,CA,38.1569,-121.7208
94572,Rodeo,CA,38.0313,-122.2621
94573,Rutherford,CA,38.4665,-122.4142
94574,Saint Helena,CA,38.5112,-122.457
94575,Moraga,CA,37.7772,-121.9554
94576,Deer Park,CA,38.5531,-122.4773
94577,San Leandro,CA,37.7223,-122.157
94578,San Leandro,CA,37.7034,-122.128
94579,San Leandro,CA,37.6886,-122.1542
94580,San Lorenzo,CA,37.6785,-122.132
94581,Napa,CA,38.5096,-122.3539
94583,San Ramon,CA,37.7574,-121.9521
94585,Suisun City,CA,38.2314,-122.0541
94586,Sunol,CA,37.5939,-121.8828
94587,Union City,CA,37.5922,-122.0458
94588,Pleasanton,CA,37.6897,-121.8924
94589,Vallejo,CA,38.1521,-122.2507
94590,Vallejo,CA,38.1052,-122.2457
94591,Vallejo,CA,38.0991,-122.2104
94592,Vallejo,CA,38.115,-122.2906
94595,Walnut Creek,CA,37.8798,-122.0714
